City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
253,Junin,AR,4/6/2022 2:31,-34.5838,-60.9433,57.67,43,0,8.68
254,Doha,QA,4/6/2022 2:30,25.2867,51.5333,75.18,33,0,4.61
255,Nadvoitsy,RU,4/6/2022 2:35,63.8667,34.3167,30.96,96,100,12.59
256,Finnsnes,NO,4/6/2022 2:35,69.2296,17.9811,30.81,90,100,5.93
257,Rawson,AR,4/6/2022 2:35,-43.3002,-65.1023,68.5,43,100,17.81
258,Allapalli,IN,4/6/2022 2:35,19.4167,80.0667,89.37,41,42,7.61
259,Sayla,IN,4/6/2022 2:35,22.55,71.4667,85.75,33,55,17.16
260,Mariakani,KE,4/6/2022 2:35,-3.8633,39.4736,76.82,82,24,0.81
261,Shawville,CA,4/6/2022 2:35,45.6001,-76.4827,42.82,78,56,6.35
262,Bosaso,SO,4/6/2022 2:35,11.2842,49.1816,76.69,60,0,10.85
263,Tapes,BR,4/6/2022 2:35,-30.6733,-51.3958,63.16,78,35,5.03
264,Toamasina,MG,4/6/2022 2:35,-18.1667,49.3833,75.2,94,40,4.61
265,Monrovia,LR,4/6/2022 2:35,6.3005,-10.7969,77.95,90,51,6.33
266,Conceicao Do Araguaia,BR,4/6/2022 2:35,-8.2578,-49.2647,73.92,92,100,3.74
267,Albany,US,4/6/2022 2:35,42.6001,-73.9662,52.21,59,100,6.02
268,Pop,UZ,4/6/2022 2:35,40.8736,71.1089,61.29,28,43,4.54
269,Beloha,MG,4/6/2022 2:35,-25.1667,45.05,70.99,94,9,4.9
270,Huicungo,PE,4/6/2022 2:35,-7.2833,-76.8,69.42,99,33,1.99
271,Shakawe,BW,4/6/2022 2:36,-18.3667,21.85,70.47,61,71,1.81
272,Sao Jose Da Coroa Grande,BR,4/6/2022 2:36,-8.8978,-35.1478,76.95,85,86,3.42
273,Parsabad,IR,4/6/2022 2:36,39.6482,47.9174,54.55,64,100,5.26
274,Elizabeth City,US,4/6/2022 2:36,36.2946,-76.2511,66.99,92,100,11.5
275,Doume,CM,4/6/2022 2:36,4.2333,13.45,67.57,98,100,1.45
276,Belyy Yar,RU,4/6/2022 2:36,53.6039,91.3903,44.85,66,0,6.71
277,Sena Madureira,BR,4/6/2022 2:36,-9.0656,-68.6569,75.22,85,61,2.73
278,Calama,CL,4/6/2022 2:36,-22.4667,-68.9333,63.09,11,75,6.91
279,Mbandaka,CD,4/6/2022 2:36,0.0487,18.2603,69.57,98,100,2.68
280,Bloemfontein,ZA,4/6/2022 2:32,-29.1211,26.214,44.08,93,0,0
281,Kandi,BJ,4/6/2022 2:36,11.1342,2.9386,87.01,40,98,5.93
282,Contamana,PE,4/6/2022 2:36,-7.3333,-75.0167,79.11,73,100,1.39
283,Hirson,FR,4/6/2022 2:36,49.9226,4.0826,47.46,81,100,12.39
284,Nileshwar,IN,4/6/2022 2:36,12.25,75.1,82.26,81,46,4.56
285,Nguruka,TZ,4/6/2022 2:36,-5.1092,31.0419,62.31,97,89,2.17
286,Akureyri,IS,4/6/2022 2:36,65.6835,-18.0878,28.33,93,100,14.97
